comment,Hate
"[caption]: KEU AMARE MAIRALA
[Woman 1]: ঐ জরিনা রুটি গুলা সেকসোস?
[Woman 2]: হ খালাম্মা SEXY",yes
"[Woman]: আপনি সর্বশেষ কবে বিটিভি দেখেছেন?
[Man]: লাস্ট যেদিন ইত্যাদি হইছিলো",no
"[Man 1]: চাকিব, চল! নেকড নেকড খেলি!
[Man 2]: বলদ, ওইটা নেকড না! র‍্যাকেট!
[Man 3]: একই তো কথা!",yes
"[caption]: সারা বছর যা করি
[caption]: আর Exam আসলে যা করি",no
"[Woman]: ইশশশ! Balance টা এক্ষুনি শেষ হলো
[Man]: ফোন টা দেখি?
[Woman]: এই নেন
[caption]: ওই মজা নাইস না দে
[Man]: অনেক দিন পর একটা দামি মোবাইল পাইছি রে মামা...
[Man]: জলদি ভাগি......... :P",no
"[caption]: তাসকিনের বোলিং একশন অবৈধ হলে, তাহলে..
[Ramiz Raja]: আমি কখনও গাজা খাইনাই
[Mia Khalifa]: আমি ভার্জিন!!
[Hero Alom]: আমি নিজেরে মডেল বলি নাই!
[Emraan Hashmi]: আমি কাউকে কিস করি নাই!!
[MS Dhoni]: আমি মুস্তাফিজকে ধাক্কা মারি নাই!!
[Salman Muqtadir]: আমি সাদিয়ারে চিনি না!",no
"[Teacher]: 6 টি ফুলের নাম বল
[Student]: বিউটিফুল, ওয়ান্ডারফুল, হাউজফুল, ইউজফুল, সুইমিংফুল
[Teacher]: হারামজাদা!
[Observer]: হারামজাদা না;ম্যাম ওটা হার্মফুল!!",yes
"[mother]: পাশের বাসার মেয়েটাকে দেখো সারাদিন বই নিয়ে থাকে!
[son]: আমি যে সারাদিন সেটাই দেখার চেষ্টা করি এইটা তো আর আমাকে বলা যায় না",no
"[caption]: MY REACTION IN EXAM HALL
[caption]: যখন পাশের বন্ধু খাতা দেখায় না
[caption]: যখন পাশের বন্ধু খাতা দেখায়",no
"[caption]: ভাঙা পড়ছে!?
[Man 1]: ইংরেজিতে অনুবাদ কর?
[Man 1]: মাখন লাল সরকার ছিলেন ঈশ্বরচন্দ্র বিদ্যাসাগরেরমামা।
[Man 2]: butter red government was the double mother of god moon education sea.",no
"[Woman 1]: আপনার ছেলের বউ কেমন আছে?
[Woman 2]: বউ টা এতো খারাপ যে বলার মত না। প্রতিদিন সকালে দেরি করে ওঠে আর আমার ছেলে ওর জন্য চা বানিয়ে দেয়! ঘরের কোনো কাজ তো করেই না আর যখন তখন আমার ছেলেকে নিয়ে বাহিরে খেতে চলে যায়!
[caption]: সেমিস্টার ফাইনাল, সে তো এক বিভীষিকার নাম
[Woman 1]: আর আপনার মেয়ের জামাই?
[Woman 2]: জামাইটা একেবারে ফেরেশতা। প্রতিদিন সকালে আমার মেয়েকে চা বানিয়ে দেয়, ওকে ঘরের কোনো কাজই করতে দেয় না আর প্রায়ই মেয়েকে নিয়ে বাহিরে খেতে যায়। সবাই যেন এমন জামাই পায়।",yes
"[Person 1]: তুই শেষমেশ এত খাটো একটা মেয়েকে বিয়ে করলি কেন??
[Person 2]: আরে বিপদ যত ছোট হয় ততই তো ভালো",no
"[caption]: Jamu Koi?? যামু কই??
[Man]: বলতো ৫ এর পর কি হয়?
[Baby]: ৬, ৭
[Man]: খুব ভালো, তারপর??
[Baby]: ৮, ৯, ১০
[Man]: ভেরি গুড, তারপর??
[Baby]: গোলাম, বিবি, বাদশা",no
"[caption]: KEU AMARE MAIRALA
[Man]: এই ফহিন্নী ডা কেডা?
[Man]: অহ এইডা তো আমি",yes
"[caption]: BREAK UP এরপর মেয়েরা যে গান গায়
[caption]: অ্যানালগ যুগ:
[caption]: উপরে উঠা খানম মাহিওয়ালা
[Girl (Analog Era)]: যেও না সাথী চলেছো একেলা কোথায়?
[caption]: ডিজিটাল যুগ:
[Girl (Digital Era)]: চলে গেছো তাতে কি নতুন একটা পেয়েছি তোমার চেয়ে আরও ধনী",no
"[Man]: সবাই মাত্র ৫ মিনিটের জন্যই ফেসবুকে বসে
[Meme Character]: কিন্তু কিভাবে ঘণ্টার পর ঘণ্টা কেটে যায়, তা কেউই বলতে পারে না।",no
"*লে মেয়েরা: মেয়েরা যেভাবে ছেলেদের দিকে তাকায়
[caption]: ওই মজা লইস না
*লে ছেলেরা: ছেলেরা যেভাবে মেয়েদের দিকে তাকায়",no
"[Woman]: এই ছেলে!!! আমাকে বিয়ে করবে?
[Man]: ইচ্ছে ছিল ইন্ডিয়ান মেয়ে বিয়ে করব। তাসকিনের ঘটনার পর আর ইচ্ছে নেই। কারণ, বাসর রাত শেষেই অভিযোগ করবে, একশন অবৈধ!!!",yes
"[caption]: সরকারী স্কুল
[caption]: সরকারী বাস
[caption]: সরকারী হাসপাতাল
[caption]: সরকারী চাকুরী",no
"[mother]: এত সেজে আটা ময়দা মেখে কই যাচ্ছ
[daughter]: বাথরুমে যাচ্ছি আম্মু নতুন SELFIE তুলতে",no
"[caption]: HAPPY BURGER.. যে খায়...খুশি হয়ে যায়!
[Man]: আমার নামে তো কেইস কইরা দিছে",no
"[caption]: পড়াশেখা শেষ করার পর
[ছেলেরা]: CAREER
[ছেলেরা]: ১ - ভালো একটা জব!
[ছেলেরা]: ২ - পরিবারের দায়িত্ব
[ছেলেরা]: ৩ - ভালো একটা বউ!
[মেয়েরা]: ১ - ভালো একটা জামাই!
[মেয়েরা]: ২ - ভালো একটা জামাই!
[মেয়েরা]: ৩ - ভালো একটা জামাই",no
"[Friend 1]: কিরে ফইন্নি আজকে তোর বউ তোর উপর এতো খেপলো কেন?
[Friend 2]: আর কইসনা বন্ধু, অর ছবি ফেসবুকে না দিয়া অইলেইন্স ভট কমে দিয়া দিসিলাম",yes
